Intervention,Trial_Count,Active_Hope_Count,Failed_Count,Completed_Count,Mean_Success_Score,Mean_Failure_Index,Pathways,Repurposing_Opportunity_Score
ono-2020,2,2,0,0,59.5,49.5,Synaptic / Cognitive; Unspecified / Other,37.8
ro7269162,1,1,0,0,77.0,41.0,Amyloid; Synaptic / Cognitive,37.8
computerized cognitive stimulation,1,1,0,0,77.0,46.0,Synaptic / Cognitive; Lifestyle / Digital,37.8
sb-742457,4,0,0,4,54.5,57.75,Cholinergic; Unspecified / Other,37.8
"brexpiprazole, opc-34712",2,0,0,2,74.5,47.0,Unspecified / Other,37.8
ar1001,2,1,0,1,67.0,48.0,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive; Unspecified / Other,37.8
apo-easy,1,0,0,1,84.0,36.0,Vascular,37.6
[11c]pib,4,2,0,1,44.0,62.0,Amyloid; Synaptic / Cognitive; Amyloid; Synaptic / Cognitive; Amyloid; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,37.6
iti-1284,2,2,0,0,59.0,58.0,Unspecified / Other,37.6
lovostatin,1,0,0,1,84.0,32.0,Amyloid,37.6
aducanumab,7,1,3,3,46.42857142857143,65.85714285714286,Unspecified / Other; Amyloid; Synaptic / Cognitive; Synaptic / Cognitive,37.57142857142857
donepezil (aricept),3,0,0,3,63.666666666666664,50.666666666666664,Cholinergic,37.46666666666667
spectris™ ad - active,1,1,0,0,76.0,44.0,Synaptic / Cognitive,37.400000000000006
cognitive assessments,3,1,0,1,61.0,51.666666666666664,Amyloid; Tau; Synaptic / Cognitive; Synaptic / Cognitive; Vascular; Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial,37.400000000000006
water+ct,1,1,0,0,76.0,40.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,37.400000000000006
elnd005,2,0,0,4,63.25,50.0,Amyloid; Unspecified / Other,37.3
ml-007c-ma,2,2,0,0,58.0,53.0,Unspecified / Other,37.2
ginkgo biloba,1,0,0,1,83.0,40.0,Synaptic / Cognitive; Vascular,37.2
flutemetamol (18f),1,0,0,1,83.0,40.0,Amyloid; Synaptic / Cognitive,37.2
quetiapine fumarate,1,0,0,2,78.0,42.0,Vascular,37.2
memantine hydrochloride 20 mg,1,1,0,0,75.0,45.0,Synaptic / Cognitive; NMDA / Glutamate,37.0
masupirdine 50 mg,1,1,0,0,75.0,50.0,Unspecified / Other,37.0
masupirdine 100 mg,1,1,0,0,75.0,50.0,Unspecified / Other,37.0
dmb-i (inn: latrepirdine),1,1,0,0,75.0,45.0,Synaptic / Cognitive; NMDA / Glutamate,37.0
bi 409306,2,0,0,5,57.4,54.0,Synaptic / Cognitive; Cholinergic; Unspecified / Other,36.96
trx0237 16 mg/day,1,0,0,1,82.0,43.0,Unspecified / Other,36.800000000000004
alzt-op1b,1,0,0,1,82.0,43.0,Synaptic / Cognitive,36.800000000000004
trx0237 200 mg/day,1,0,0,1,82.0,43.0,Unspecified / Other,36.800000000000004
alzt-op1a,1,0,0,1,82.0,43.0,Synaptic / Cognitive,36.800000000000004
trx0237 8 mg/day,1,0,0,1,82.0,43.0,Unspecified / Other,36.800000000000004
galantamine 16 mg/day,1,0,0,1,82.0,38.0,Synaptic / Cognitive; Cholinergic,36.800000000000004
idalopirdine 60 mg,1,0,0,1,82.0,43.0,Cholinergic; NMDA / Glutamate,36.800000000000004
rivastigmine capsules,1,0,0,1,82.0,38.0,Synaptic / Cognitive; Cholinergic,36.800000000000004
galantamine 24 mg/day,1,0,0,1,82.0,38.0,Synaptic / Cognitive; Cholinergic,36.800000000000004
rivastigmine 15 cm^2,1,0,0,1,82.0,43.0,Synaptic / Cognitive; Cholinergic,36.800000000000004
rivastigmine 5 cm^2,1,0,0,1,82.0,43.0,Synaptic / Cognitive; Cholinergic,36.800000000000004
rivastigmine 10 cm^2,1,0,0,1,82.0,43.0,Synaptic / Cognitive; Cholinergic,36.800000000000004
memantine hcl,2,0,0,2,72.0,45.0,NMDA / Glutamate; Synaptic / Cognitive; NMDA / Glutamate,36.8
bpn14770,4,0,0,4,52.0,57.0,Synaptic / Cognitive; Unspecified / Other; Synaptic / Cognitive; Cholinergic,36.8
bapineuzumab 1.0 m/kg,3,0,1,2,71.66666666666667,49.333333333333336,Unspecified / Other; Amyloid,36.66666666666667
masitinib (4.5),1,1,0,0,74.0,46.0,Neuroinflammation; Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,36.6
qs-21,4,0,0,6,41.333333333333336,64.5,Unspecified / Other,36.53333333333333
f-18 fdg,2,1,0,1,63.5,52.0,Amyloid; Synaptic / Cognitive; Metabolic / Mitochondrial; Amyloid; Tau; Vascular,36.400000000000006
neurocognitive testing,2,2,0,0,56.0,59.0,Synaptic / Cognitive; Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,36.400000000000006
galantamine cr,1,0,0,1,81.0,35.0,Amyloid; Tau; Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,36.4
total intravenous anesthesia with propofol,1,0,0,1,81.0,35.0,Synaptic / Cognitive,36.4
comparison group,1,0,0,1,81.0,35.0,Synaptic / Cognitive,36.4
general anesthesia with isoflurane,1,0,0,1,81.0,35.0,Synaptic / Cognitive,36.4
duloxetine,1,0,0,1,81.0,35.0,Synaptic / Cognitive; Cholinergic,36.4
blood samples,3,3,0,0,38.333333333333336,67.0,Synaptic / Cognitive; Neuroinflammation; Synaptic / Cognitive,36.333333333333336
amyloid pet scan,1,1,0,0,73.0,50.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,36.2
tributyrin,1,1,0,0,73.0,43.0,Tau; Neuroinflammation; Synaptic / Cognitive,36.2
escitalopram oxalate,1,1,0,0,73.0,43.0,Amyloid,36.2
24-hour ambulatory blood pressure monitoring (abpm,1,1,0,0,73.0,43.0,Synaptic / Cognitive; Lifestyle / Digital,36.2
tau pet scan using mk-6240,1,1,0,0,73.0,50.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,36.2
tau2,1,1,0,0,73.0,42.0,Amyloid; Tau; Synaptic / Cognitive,36.2
flortaucipir,2,1,0,1,63.0,54.5,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,36.2
deep cervical lymphatlc-venous anastomosis surgery,1,1,0,0,73.0,43.0,Synaptic / Cognitive,36.2
gsk4527226,2,2,0,0,55.5,58.0,Synaptic / Cognitive,36.2
levetiracetam 500mg,1,1,0,0,73.0,43.0,Tau; Synaptic / Cognitive,36.2
zunveyl®,1,1,0,0,73.0,40.0,Unspecified / Other,36.2
education,2,1,0,1,63.0,48.5,Tau; Synaptic / Cognitive; Tau; Synaptic / Cognitive; Lifestyle / Digital,36.2
neflamapimod,1,0,0,1,80.0,38.0,Synaptic / Cognitive,36.0
delphi system,1,0,0,1,80.0,40.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,36.0
abbv-1758,1,2,0,0,60.0,53.0,Amyloid; Synaptic / Cognitive,36.0
genus,2,2,0,0,55.0,53.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital; Synaptic / Cognitive,36.0
blood test,3,2,0,0,50.0,59.333333333333336,Synaptic / Cognitive; Amyloid; Neuroinflammation; Synaptic / Cognitive; Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,36.0
gv1001 0.56mg,1,0,0,1,80.0,38.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,36.0
xanamem™,1,0,0,1,80.0,38.0,Lifestyle / Digital,36.0
repetitive transcranial magnetic stimulation (rtms),5,1,1,3,42.4,65.6,Synaptic / Cognitive; Synaptic / Cognitive; Lifestyle / Digital; Amyloid; Tau; Synaptic / Cognitive,35.96
acoramidis,3,1,1,1,62.333333333333336,58.666666666666664,Amyloid; Amyloid; Vascular,35.93333333333334
memorem,3,2,0,0,49.666666666666664,60.333333333333336,Amyloid; Tau; Synaptic / Cognitive; Unspecified / Other,35.86666666666667
lecanemab iv,1,1,0,0,72.0,53.0,Unspecified / Other,35.8
semaglutide (rybelsus®),2,2,0,0,54.5,53.5,Amyloid; Tau; Synaptic / Cognitive; Cholinergic; NMDA / Glutamate; Vascular; Lifestyle / Digital; Synaptic / Cognitive,35.8
lecanemab sc,1,1,0,0,72.0,53.0,Unspecified / Other,35.8
recombinant zoster vaccine,1,1,0,0,72.0,48.0,Unspecified / Other,35.8
digital cognitive training,2,2,0,0,54.5,57.0,Amyloid; Tau; Synaptic / Cognitive; Vascular; Lifestyle / Digital; Tau; Synaptic / Cognitive; Vascular; Lifestyle / Digital,35.8
jnj-64042056,1,1,0,0,72.0,46.0,Tau,35.8
bapineuzumab 0.5 mg/kg,4,0,2,2,69.5,52.5,Unspecified / Other; Amyloid,35.8
igc-ad1-active,1,1,0,0,72.0,46.0,Unspecified / Other,35.8
crenezumab,6,0,3,3,59.166666666666664,58.0,Unspecified / Other; Tau; Synaptic / Cognitive,35.66666666666667
ketogenic diet,5,1,0,3,36.6,67.6,Synaptic / Cognitive; Lifestyle / Digital; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital; Amyloid; Neuroinflammation; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital; Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,35.64
[18f]gtp1,5,0,1,4,49.0,62.6,Unspecified / Other; Tau; Tau; Synaptic / Cognitive,35.6
"altoida: neuropsychological, mri, eeg and csf biomarkers",1,0,0,1,79.0,41.0,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,35.6
"angiotensin ii receptor blocker (arb, losartan) and calcium channel blocker (ccb, amlodipine)",1,0,0,1,79.0,44.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,35.6
mk-6240,2,2,0,0,54.0,57.5,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital; Amyloid; Tau; Synaptic / Cognitive,35.6
stretching exercise,1,0,0,1,79.0,44.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,35.6
aerobic exercise training,1,0,0,1,79.0,44.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,35.6
vhb937,1,2,0,0,59.0,58.0,Synaptic / Cognitive,35.6
vx-745,3,0,0,3,58.666666666666664,52.666666666666664,Synaptic / Cognitive; Amyloid; Neuroinflammation; Amyloid; Synaptic / Cognitive,35.46666666666667
pf-04360365,3,0,0,7,38.57142857142857,68.28571428571429,Unspecified / Other; Amyloid,35.42857142857143
neuropsychological tests,6,0,0,1,53.5,55.666666666666664,Amyloid; Synaptic / Cognitive; Synaptic / Cognitive; Synaptic / Cognitive; Lifestyle / Digital; Amyloid; Tau; Synaptic / Cognitive,35.400000000000006
xpresso,1,1,0,0,71.0,44.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
functional activities questionnaire+ (faq+),1,1,0,0,71.0,44.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
[11c]-pittsburgh compound b ([11c]pib),2,2,0,0,53.5,58.0,Amyloid; Tau; Amyloid; Tau; Synaptic / Cognitive,35.400000000000006
plasma p-tau217 and neurofilament light chain results,1,1,0,0,71.0,44.0,Amyloid; Tau; Synaptic / Cognitive,35.400000000000006
digital moca,1,1,0,0,71.0,44.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
blood biomarkers quantification,1,1,0,0,71.0,44.0,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive,35.400000000000006
stem cell therapy - experimental,1,1,0,0,71.0,49.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
no study-specific intervention,1,1,0,0,71.0,44.0,Amyloid; Tau; Synaptic / Cognitive,35.400000000000006
moca brain health questionnaire (mbhq),1,1,0,0,71.0,44.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
"pandora-2 app with low levels of personalization, interaction, monitoring and feedback",1,1,0,0,71.0,44.0,Lifestyle / Digital,35.400000000000006
"pandora-1 app with high levels of personalization, interaction, monitoring and feedback",1,1,0,0,71.0,44.0,Lifestyle / Digital,35.400000000000006
blood-based biomarkers (bbm),1,1,0,0,71.0,44.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
moca medical questionnaire,1,1,0,0,71.0,44.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
structured wellness care,1,1,0,0,71.0,49.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
f 18 av-1451 (flortaucipir),2,2,0,0,53.5,58.0,Amyloid; Tau; Amyloid; Tau; Synaptic / Cognitive,35.400000000000006
amyloid treatment screening tool (atst),1,1,0,0,71.0,44.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
wearable brain-computer interface devices,1,1,0,0,71.0,49.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.400000000000006
neramexane,1,0,0,1,78.0,42.0,Synaptic / Cognitive; NMDA / Glutamate,35.2
moca,2,1,0,1,60.5,50.5,Synaptic / Cognitive; Amyloid; Synaptic / Cognitive; Lifestyle / Digital,35.2
aricept tab,1,0,0,1,78.0,42.0,Synaptic / Cognitive; Cholinergic,35.2
saline,5,1,0,3,35.4,68.8,Synaptic / Cognitive; Vascular; Lifestyle / Digital; Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Synaptic / Cognitive; NMDA / Glutamate; Metabolic / Mitochondrial; Synaptic / Cognitive; Metabolic / Mitochondrial; Unspecified / Other,35.16
18f-av-1451,3,1,0,2,50.333333333333336,57.666666666666664,Amyloid; Tau; Synaptic / Cognitive; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Tau,35.13333333333334
ladostigil hemitartrate,2,0,0,2,67.5,46.5,Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Synaptic / Cognitive,35.0
pf-04447943,3,0,0,6,42.5,64.66666666666667,Synaptic / Cognitive; Unspecified / Other; Cholinergic,35.0
bapineuzumab,8,0,6,6,47.5,64.16666666666667,Unspecified / Other; Amyloid,35.0
olanzapine,3,0,0,3,57.333333333333336,52.666666666666664,Unspecified / Other; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular,34.93333333333334
tideglusib,1,0,0,3,67.0,50.0,Synaptic / Cognitive,34.8
atorvastatin,2,0,0,2,67.0,49.5,Vascular; Lifestyle / Digital; Cholinergic,34.8
avp-786-18,1,0,0,1,77.0,43.0,Unspecified / Other,34.8
aricept (donepezil ir 10 mg),1,0,0,1,77.0,43.0,Cholinergic; Lifestyle / Digital,34.8
aricept (donepezil sr 23 mg),1,0,0,1,77.0,43.0,Cholinergic; Lifestyle / Digital,34.8
azd3480,7,0,3,5,42.0,68.0,Synaptic / Cognitive; Cholinergic; Unspecified / Other; Synaptic / Cognitive; Cholinergic,34.8
remternetug (iv),1,0,0,1,77.0,43.0,Unspecified / Other,34.8
vp4896,1,0,0,1,77.0,43.0,Synaptic / Cognitive,34.8
volumetric mri,1,0,0,1,77.0,48.0,Amyloid; Tau; Synaptic / Cognitive,34.8
piromelatine,1,0,0,1,77.0,43.0,Synaptic / Cognitive,34.8
ro5313534,1,0,0,3,67.0,50.0,Cholinergic,34.8
avp-786-28,1,0,0,1,77.0,43.0,Unspecified / Other,34.8
avp-786-42.63,1,0,0,1,77.0,43.0,Unspecified / Other,34.8
avp-923,1,0,0,1,77.0,43.0,Unspecified / Other,34.8
"cholinesterase inhibitors (ci) (donepezil, galantamine or rivastigmine)",1,1,0,0,69.0,46.0,Synaptic / Cognitive; Cholinergic,34.6
intravenous and intranasal bmsc,1,1,0,0,69.0,51.0,Synaptic / Cognitive; Vascular,34.6
monoclonal antibodies directed against amyloid for the treatment of alzheimer's disease,1,1,0,0,69.0,46.0,Amyloid; Synaptic / Cognitive,34.6
adult day program use,2,2,0,0,51.0,56.0,Synaptic / Cognitive,34.400000000000006
rivastigmine 5 and 10 cm^2 patch,1,0,0,1,76.0,37.0,Cholinergic,34.400000000000006
addenbrooke's cognitive examination,2,1,0,1,58.5,53.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital; Synaptic / Cognitive; Vascular,34.400000000000006
rtms,3,2,0,0,46.0,62.0,Synaptic / Cognitive; Synaptic / Cognitive; Vascular,34.400000000000006
valproate,1,0,0,1,76.0,47.0,Synaptic / Cognitive; Lifestyle / Digital,34.400000000000006
t-817ma,2,0,0,2,66.0,49.0,Synaptic / Cognitive; Tau; Synaptic / Cognitive,34.400000000000006
semagacestat,1,0,0,1,76.0,42.0,Synaptic / Cognitive,34.400000000000006
orm-12741,2,0,0,4,56.0,52.5,Synaptic / Cognitive,34.400000000000006
neptune krill oil,1,0,0,1,76.0,37.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,34.400000000000006
fdg-pet,4,1,1,2,48.5,62.75,Metabolic / Mitochondrial; Synaptic / Cognitive; Vascular; Amyloid; Synaptic / Cognitive,34.400000000000006
acetyl-l-carnitine,1,0,0,1,76.0,37.0,Unspecified / Other,34.400000000000006
other community care (non-attendees),2,2,0,0,51.0,56.0,Synaptic / Cognitive,34.400000000000006
sodium oligo-mannurarate 900mg,2,0,0,2,66.0,46.5,Amyloid; Tau; Synaptic / Cognitive; Synaptic / Cognitive,34.400000000000006
sterile normal saline (0.9% nacl),1,0,0,1,76.0,42.0,Amyloid,34.400000000000006
neuropsychological testing,2,0,0,2,66.0,48.0,Synaptic / Cognitive; Lifestyle / Digital; Synaptic / Cognitive; Vascular,34.400000000000006
sabirnetug,1,1,0,0,68.0,49.0,Synaptic / Cognitive,34.2
ly03017,3,3,0,0,33.0,72.0,Unspecified / Other,34.2
lipus-brain,1,1,0,0,68.0,45.0,Unspecified / Other,34.2
[18f]-pi-2620,1,1,0,0,68.0,48.0,Amyloid; Tau; Synaptic / Cognitive,34.2
ro4602522,2,0,0,3,60.333333333333336,54.0,Unspecified / Other; Cholinergic; NMDA / Glutamate,34.13333333333334
250mg rilapladib,1,0,0,1,75.0,43.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate; Vascular,34.0
ne3107,2,0,0,2,65.0,49.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial,34.0
3aps,2,0,0,0,75.0,47.5,Unspecified / Other,34.0
photobiomodulation,3,2,0,0,45.0,62.0,Synaptic / Cognitive; Lifestyle / Digital; Amyloid; Neuroinflammation; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital; Synaptic / Cognitive,34.0
18f-fluselenamyl,2,2,0,0,50.0,58.0,Amyloid; Synaptic / Cognitive,34.0
[11c]-cs1p1,2,2,0,0,50.0,58.0,Neuroinflammation; Neuroinflammation; Synaptic / Cognitive,34.0
"jnj-54861911, 50 mg",2,0,0,2,65.0,50.5,Amyloid; Amyloid; Synaptic / Cognitive,34.0
"jnj-54861911, 10 milligram (mg)",1,0,0,1,75.0,43.0,Amyloid; Synaptic / Cognitive,34.0
masitinib,1,0,0,1,75.0,50.0,Amyloid; Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,34.0
dl-alpha-tocopherol,1,0,0,2,70.0,45.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate; Metabolic / Mitochondrial,34.0
traditional educational/resources program,3,0,0,3,55.0,50.0,Unspecified / Other; Synaptic / Cognitive,34.0
whole exome sequencing,1,2,0,0,55.0,53.0,Synaptic / Cognitive,34.0
speech task - picture narrative,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Vascular,33.8
speech task - picture description,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Vascular,33.8
depression screening,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Vascular,33.8
early detection,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Lifestyle / Digital,33.8
mk-2214,2,1,0,1,57.0,58.0,Synaptic / Cognitive; Tau; Synaptic / Cognitive,33.8
mini-mental state examination,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Vascular,33.8
telerehabilitation with virtual reality,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Lifestyle / Digital,33.8
ht-4253,1,1,0,0,67.0,46.0,Amyloid; Tau,33.8
subjective cognitive decline-questionnaire (scd-q),1,1,0,0,67.0,48.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,33.8
kds2010,1,1,0,0,67.0,46.0,Amyloid; Tau; Synaptic / Cognitive; Vascular; Lifestyle / Digital,33.8
collection of blood samples,1,1,0,0,67.0,48.0,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive,33.8
self-guided multimodal lifestyle advice group,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Lifestyle / Digital,33.8
a tailored hybrid multidomain lifestyle intervention group,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Lifestyle / Digital,33.8
somatic- and neurological examination,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Vascular,33.8
traditional cognitive rehabilitation,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Lifestyle / Digital,33.8
speech task - picture recall,1,1,0,0,67.0,48.0,Synaptic / Cognitive; Vascular,33.8
cognitive failure questionnaire (cfq),1,1,0,0,67.0,48.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,33.8
abcb1 genotyping,1,0,0,1,74.0,41.0,Amyloid; Tau,33.6
clinician assessment,1,0,0,1,74.0,46.0,Synaptic / Cognitive; Lifestyle / Digital,33.6
cognitive behavioral therapy for insomnia (cbt-i),2,1,0,1,56.5,51.5,Synaptic / Cognitive; Lifestyle / Digital; Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,33.6
trx0014,2,0,0,4,54.0,56.25,Synaptic / Cognitive; Unspecified / Other,33.6
"cognitive, physical and social stimulation",1,0,0,1,74.0,42.0,Synaptic / Cognitive; Cholinergic,33.6
ehealth platform,1,0,0,1,74.0,41.0,Unspecified / Other,33.6
multimodal lifestyle intervention,2,1,0,1,56.5,51.5,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital; Synaptic / Cognitive,33.6
mindfulness,2,1,0,1,56.5,51.5,Neuroinflammation; Vascular; Synaptic / Cognitive; Lifestyle / Digital,33.6
"eeg,psg",1,0,0,1,74.0,46.0,Synaptic / Cognitive; Lifestyle / Digital,33.6
prescreener database,1,0,0,1,74.0,41.0,Synaptic / Cognitive,33.6
videoconference telehealth platform,1,0,0,1,74.0,41.0,Unspecified / Other,33.6
biosample collection (blood and csf),1,0,0,1,74.0,46.0,Synaptic / Cognitive; Lifestyle / Digital,33.6
estrogen,4,0,0,4,43.75,60.25,Synaptic / Cognitive; Synaptic / Cognitive; Cholinergic,33.5
amyloid-β radiopharmaceutical (11c-pib or 18f-florbetaben or 18f-nav-4694 or 18f-flutemetamol),1,1,0,0,66.0,54.0,Amyloid; Tau; Synaptic / Cognitive,33.400000000000006
"imaging techniques (mri 3t & 7t, functional, structural, and metabolic imaging)",1,1,0,0,66.0,49.0,Synaptic / Cognitive; Metabolic / Mitochondrial,33.400000000000006
none of intervention,1,1,0,0,66.0,49.0,Synaptic / Cognitive; Vascular,33.400000000000006
plasma amyloid probability score 2 (aps 2) score,1,1,0,0,66.0,49.0,Amyloid; Tau; Synaptic / Cognitive; Vascular,33.400000000000006
[11c]-pib,2,1,0,1,56.0,54.5,Amyloid; Tau; Synaptic / Cognitive; Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive,33.400000000000006
18f-flortaucipir radiopharmaceutical,1,1,0,0,66.0,54.0,Amyloid; Tau; Synaptic / Cognitive,33.400000000000006
magnetic resonance imaging with contrast,1,1,0,0,66.0,49.0,Lifestyle / Digital,33.400000000000006
"18f-92/av45/tpza/ft8, 11cpib",1,1,0,0,66.0,49.0,Amyloid,33.400000000000006
18f-mk-6240 radiopharmaceutical,1,1,0,0,66.0,54.0,Amyloid; Tau; Synaptic / Cognitive,33.400000000000006
lymphaticovenous anastomosis,2,2,0,0,48.5,59.5,Neuroinflammation; Synaptic / Cognitive; Lifestyle / Digital; Amyloid; Tau; Synaptic / Cognitive,33.400000000000006
active tibs,1,1,0,0,66.0,49.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,33.400000000000006
clinical tau pet,1,1,0,0,66.0,49.0,Amyloid; Tau; Synaptic / Cognitive,33.400000000000006
standard-of-care pet/ct,1,1,0,0,66.0,49.0,Lifestyle / Digital,33.400000000000006
